"","UF","SG_UF","SG_UE","cd_mun_ibge","nm_mun_ibge","cd_mun_tse","nm_mun_tse"
"359","17","TO","BR","1707207","DOIS IRMÃOS DO TOCANTINS",93459,"Dois Irmãos do Tocantins"
"360","17","TO","BR","1707306","DUERÉ",93475,"Dueré"
"361","17","TO","BR","1707405","ESPERANTINA",73296,"Esperantina"
"362","17","TO","BR","1707553","FÁTIMA",96830,"Fátima"
"363","17","TO","BR","1707652","FIGUEIRÓPOLIS",96679,"Figueirópolis"
"364","17","TO","BR","1707702","FILADÉLFIA",93556,"Filadélfia"
"365","17","TO","BR","1708205","FORMOSO DO ARAGUAIA",93653,"Formoso do Araguaia"
"366","17","TO","BR","1708304","GOIANORTE",92240,"Goianorte"
"367","17","TO","BR","1709005","GOIATINS",95338,"Goiatins"
"368","17","TO","BR","1709302","GUARAÍ",96270,"Guaraí"
"369","17","TO","BR","1709500","GURUPI",93858,"Gurupi"
"370","17","TO","BR","1709807","IPUEIRAS",73598,"Ipueiras"
"371","17","TO","BR","1710508","ITACAJÁ",94056,"Itacajá"
"372","17","TO","BR","1710706","ITAGUATINS",94099,"Itaguatins"
"373","17","TO","BR","1710904","ITAPIRATINS",73202,"Itapiratins"
"374","17","TO","BR","1711100","ITAPORÃ DO TOCANTINS",94170,"Itaporã do Tocantins"
"375","17","TO","BR","1711506","JAÚ DO TOCANTINS",73369,"Jaú do Tocantins"
"376","17","TO","BR","1711803","JUARINA",73253,"Juarina"
"377","17","TO","BR","1711902","LAGOA DA CONFUSÃO",73385,"Lagoa da Confusão"
"378","17","TO","BR","1711951","LAGOA DO TOCANTINS",73113,"Lagoa do Tocantins"
"379","17","TO","BR","1712009","LAJEADO",73407,"Lajeado"
"380","17","TO","BR","1712157","LAVANDEIRA",73601,"Lavandeira"
"381","17","TO","BR","1712405","LIZARDA",95699,"Lizarda"
"382","17","TO","BR","1712454","LUZINÓPOLIS",73520,"Luzinópolis"
"383","17","TO","BR","1712504","MARIANÓPOLIS DO TOCANTINS",92304,"Marianópolis do Tocantins"
"384","17","TO","BR","1712702","MATEIROS",73270,"Mateiros"
"385","17","TO","BR","1712801","MAURILÂNDIA DO TOCANTINS",73059,"Maurilândia do Tocantins"
"386","17","TO","BR","1713205","MIRACEMA DO TOCANTINS",94617,"Miracema do Tocantins"
"387","17","TO","BR","1713304","MIRANORTE",94633,"Miranorte"
"388","17","TO","BR","1713601","MONTE DO CARMO",94692,"Monte do Carmo"
"389","17","TO","BR","1713700","MONTE SANTO DO TOCANTINS",73563,"Monte Santo do Tocantins"
"390","17","TO","BR","1713957","MURICILÂNDIA",73342,"Muricilândia"
"391","17","TO","BR","1714203","NATIVIDADE",94811,"Natividade"
"392","17","TO","BR","1714302","NAZARÉ",94838,"Nazaré"
"393","17","TO","BR","1714880","NOVA OLINDA",96636,"Nova Olinda"
"394","17","TO","BR","1715002","NOVA ROSALÂNDIA",92401,"Nova Rosalândia"
"395","17","TO","BR","1715101","NOVO ACORDO",94994,"Novo Acordo"
"396","17","TO","BR","1715150","NOVO ALEGRE",73148,"Novo Alegre"
"397","17","TO","BR","1715259","NOVO JARDIM",73172,"Novo Jardim"
"398","17","TO","BR","1715507","OLIVEIRA DE FÁTIMA",73466,"Oliveira de Fátima"
"399","17","TO","BR","1721000","PALMAS",73440,"Palmas"
"400","17","TO","BR","1715705","PALMEIRANTE",73083,"Palmeirante"
"401","17","TO","BR","1713809","PALMEIRAS DO TOCANTINS",73040,"Palmeiras do Tocantins"
"402","17","TO","BR","1715754","PALMEIRÓPOLIS",96490,"Palmeirópolis"
"403","17","TO","BR","1716109","PARAÍSO DO TOCANTINS",95192,"Paraíso do Tocantins"
"404","17","TO","BR","1716208","PARANÃ",95214,"Paranã"
"405","17","TO","BR","1716307","PAU D ARCO",73261,"Pau D'Arco"
"406","17","TO","BR","1716505","PEDRO AFONSO",95257,"Pedro Afonso"
"407","17","TO","BR","1716604","PEIXE",95273,"Peixe"
"408","17","TO","BR","1716653","PEQUIZEIRO",92487,"Pequizeiro"
"409","17","TO","BR","1717008","PINDORAMA DO TOCANTINS",95370,"Pindorama do Tocantins"
"410","17","TO","BR","1717206","PIRAQUÊ",73016,"Piraquê"
"411","17","TO","BR","1717503","PIUM",95478,"Pium"
"412","17","TO","BR","1717800","PONTE ALTA DO BOM JESUS",95516,"Ponte Alta do Bom Jesus"
"413","17","TO","BR","1717909","PONTE ALTA DO TOCANTINS",95532,"Ponte Alta do Tocantins"
"414","17","TO","BR","1718006","PORTO ALEGRE DO TOCANTINS",92509,"Porto Alegre do Tocantins"
"415","17","TO","BR","1718204","PORTO NACIONAL",95591,"Porto Nacional"
"416","17","TO","BR","1718303","PRAIA NORTE",92525,"Praia Norte"
"417","17","TO","BR","1718402","PRESIDENTE KENNEDY",96296,"Presidente Kennedy"
"418","17","TO","BR","1718451","PUGMIL",73571,"Pugmil"
"419","17","TO","BR","1718501","RECURSOLÂNDIA",73229,"Recursolândia"
"420","17","TO","BR","1718550","RIACHINHO",73024,"Riachinho"
"421","17","TO","BR","1718659","RIO DA CONCEIÇÃO",73431,"Rio da Conceição"
"422","17","TO","BR","1718709","RIO DOS BOIS",73415,"Rio dos Bois"
"423","17","TO","BR","1718758","RIO SONO",96792,"Rio Sono"
"424","17","TO","BR","1718808","SAMPAIO",92541,"Sampaio"
"425","17","TO","BR","1718840","SANDOLÂNDIA",73156,"Sandolândia"
"426","17","TO","BR","1718865","SANTA FÉ DO ARAGUAIA",73350,"Santa Fé do Araguaia"
"427","17","TO","BR","1718881","SANTA MARIA DO TOCANTINS",73130,"Santa Maria do Tocantins"
"428","17","TO","BR","1718899","SANTA RITA DO TOCANTINS",73547,"Santa Rita do Tocantins"
"429","17","TO","BR","1718907","SANTA ROSA DO TOCANTINS",92584,"Santa Rosa do Tocantins"
"430","17","TO","BR","1719004","SANTA TEREZA DO TOCANTINS",92606,"Santa Tereza do Tocantins"
"431","17","TO","BR","1720002","SANTA TEREZINHA DO TOCANTINS",73539,"Santa Terezinha do Tocantins"
"432","17","TO","BR","1720101","SÃO BENTO DO TOCANTINS",73288,"São Bento do Tocantins"
"433","17","TO","BR","1720150","SÃO FÉLIX DO TOCANTINS",73105,"São Félix do Tocantins"
"434","17","TO","BR","1720200","SÃO MIGUEL DO TOCANTINS",73180,"São Miguel do Tocantins"
"435","17","TO","BR","1720259","SÃO SALVADOR DO TOCANTINS",73393,"São Salvador do Tocantins"
"436","17","TO","BR","1720309","SÃO SEBASTIÃO DO TOCANTINS",96032,"São Sebastião do Tocantins"
"437","17","TO","BR","1720499","SÃO VALÉRIO",92681,"São Valério"
"438","17","TO","BR","1720655","SILVANÓPOLIS",96598,"Silvanópolis"
"439","17","TO","BR","1720804","SÍTIO NOVO DO TOCANTINS",96130,"Sítio Novo do Tocantins"
"440","17","TO","BR","1720853","SUCUPIRA",73377,"Sucupira"
"441","17","TO","BR","1708254","FORTALEZA DO TABOCÃO",73199,"Tabocão"
"442","17","TO","BR","1720903","TAGUATINGA",96156,"Taguatinga"
"443","17","TO","BR","1720937","TAIPAS DO TOCANTINS",73164,"Taipas do Tocantins"
"444","17","TO","BR","1720978","TALISMÃ",73504,"Talismã"
"445","17","TO","BR","1721109","TOCANTÍNIA",96199,"Tocantínia"
"446","17","TO","BR","1721208","TOCANTINÓPOLIS",96210,"Tocantinópolis"
"447","17","TO","BR","1721257","TUPIRAMA",73458,"Tupirama"
"448","17","TO","BR","1721307","TUPIRATINS",73237,"Tupiratins"
"449","17","TO","BR","1722081","WANDERLÂNDIA",96652,"Wanderlândia"
"450","17","TO","BR","1722107","XAMBIOÁ",96431,"Xambioá"
"451","21","MA","BR","2100055","AÇAILÂNDIA",9610,"Açailândia"
"452","21","MA","BR","2100105","AFONSO CUNHA",7013,"Afonso Cunha"
"453","21","MA","BR","2100154","ÁGUA DOCE DO MARANHÃO",7005,"Água Doce do Maranhão"
"454","21","MA","BR","2100204","ALCÂNTARA",7030,"Alcântara"
"455","21","MA","BR","2100303","ALDEIAS ALTAS",7056,"Aldeias Altas"
"456","21","MA","BR","2100402","ALTAMIRA DO MARANHÃO",7072,"Altamira do Maranhão"
"457","21","MA","BR","2100436","ALTO ALEGRE DO MARANHÃO",7021,"Alto Alegre do Maranhão"
"458","21","MA","BR","2100477","ALTO ALEGRE DO PINDARÉ",7048,"Alto Alegre do Pindaré"
"459","21","MA","BR","2100501","ALTO PARNAÍBA",7099,"Alto Parnaíba"
"460","21","MA","BR","2100550","AMAPÁ DO MARANHÃO",7080,"Amapá do Maranhão"
"461","21","MA","BR","2100600","AMARANTE DO MARANHÃO",7110,"Amarante do Maranhão"
"462","21","MA","BR","2100709","ANAJATUBA",7137,"Anajatuba"
"463","21","MA","BR","2100808","ANAPURUS",7153,"Anapurus"
"464","21","MA","BR","2100832","APICUM-AÇU",7064,"Apicum-Açu"
"465","21","MA","BR","2100873","ARAGUANÃ",7102,"Araguanã"
"466","21","MA","BR","2100907","ARAIOSES",7170,"Araioses"
"467","21","MA","BR","2100956","ARAME",9679,"Arame"
"468","21","MA","BR","2101004","ARARI",7196,"Arari"
"469","21","MA","BR","2101103","AXIXÁ",7218,"Axixá"
"470","21","MA","BR","2101202","BACABAL",7234,"Bacabal"
"471","21","MA","BR","2101251","BACABEIRA",7129,"Bacabeira"
"472","21","MA","BR","2101301","BACURI",7250,"Bacuri"
"473","21","MA","BR","2101350","BACURITUBA",7145,"Bacurituba"
"474","21","MA","BR","2101400","BALSAS",7277,"Balsas"
"475","21","MA","BR","2101509","BARÃO DE GRAJAÚ",7293,"Barão de Grajaú"
"476","21","MA","BR","2101608","BARRA DO CORDA",7315,"Barra do Corda"
"477","21","MA","BR","2101707","BARREIRINHAS",7331,"Barreirinhas"
"478","21","MA","BR","2101772","BELA VISTA DO MARANHÃO",7188,"Bela Vista do Maranhão"
"479","21","MA","BR","2101731","BELÁGUA",7161,"Belágua"
"480","21","MA","BR","2101806","BENEDITO LEITE",7358,"Benedito Leite"
"481","21","MA","BR","2101905","BEQUIMÃO",7374,"Bequimão"
"482","21","MA","BR","2101939","BERNARDO DO MEARIM",7200,"Bernardo do Mearim"
"483","21","MA","BR","2101970","BOA VISTA DO GURUPI",7323,"Boa Vista do Gurupi"
"484","21","MA","BR","2102002","BOM JARDIM",9555,"Bom Jardim"
"485","21","MA","BR","2102036","BOM JESUS DAS SELVAS",7269,"Bom Jesus das Selvas"
"486","21","MA","BR","2102077","BOM LUGAR",7285,"Bom Lugar"
"487","21","MA","BR","2102101","BREJO",7390,"Brejo"
"488","21","MA","BR","2102150","BREJO DE AREIA",7307,"Brejo de Areia"
"489","21","MA","BR","2102200","BURITI",7412,"Buriti"
"490","21","MA","BR","2102309","BURITI BRAVO",7439,"Buriti Bravo"
"491","21","MA","BR","2102325","BURITICUPU",7340,"Buriticupu"
"492","21","MA","BR","2102358","BURITIRANA",7366,"Buritirana"
"493","21","MA","BR","2102374","CACHOEIRA GRANDE",7226,"Cachoeira Grande"
"494","21","MA","BR","2102408","CAJAPIÓ",7455,"Cajapió"
"495","21","MA","BR","2102507","CAJARI",7471,"Cajari"
"496","21","MA","BR","2102556","CAMPESTRE DO MARANHÃO",7382,"Campestre do Maranhão"
"497","21","MA","BR","2102606","CÂNDIDO MENDES",7498,"Cândido Mendes"
"498","21","MA","BR","2102705","CANTANHEDE",7510,"Cantanhede"
"499","21","MA","BR","2102754","CAPINZAL DO NORTE",7404,"Capinzal do Norte"
"500","21","MA","BR","2102804","CAROLINA",7536,"Carolina"
"501","21","MA","BR","2102903","CARUTAPERA",7552,"Carutapera"
"502","21","MA","BR","2103000","CAXIAS",7579,"Caxias"
"503","21","MA","BR","2103109","CEDRAL",7595,"Cedral"
"504","21","MA","BR","2103125","CENTRAL DO MARANHÃO",7420,"Central do Maranhão"
"505","21","MA","BR","2103158","CENTRO DO GUILHERME",7447,"Centro do Guilherme"
"506","21","MA","BR","2103174","CENTRO NOVO DO MARANHÃO",7463,"Centro Novo do Maranhão"
"507","21","MA","BR","2103208","CHAPADINHA",7617,"Chapadinha"
"508","21","MA","BR","2103257","CIDELÂNDIA",7480,"Cidelândia"
"509","21","MA","BR","2103307","CODÓ",7633,"Codó"
"510","21","MA","BR","2103406","COELHO NETO",7650,"Coelho Neto"
"511","21","MA","BR","2103505","COLINAS",7676,"Colinas"
"512","21","MA","BR","2103554","CONCEIÇÃO DO LAGO-AÇU",7501,"Conceição do Lago-Açu"
"513","21","MA","BR","2103604","COROATÁ",7692,"Coroatá"
"514","21","MA","BR","2103703","CURURUPU",7714,"Cururupu"
"515","21","MA","BR","2103752","DAVINÓPOLIS",7242,"Davinópolis"
"516","21","MA","BR","2103802","DOM PEDRO",7730,"Dom Pedro"
"517","21","MA","BR","2103901","DUQUE BACELAR",7757,"Duque Bacelar"
"518","21","MA","BR","2104008","ESPERANTINÓPOLIS",7773,"Esperantinópolis"
"519","21","MA","BR","2104057","ESTREITO",9636,"Estreito"
"520","21","MA","BR","2104073","FEIRA NOVA DO MARANHÃO",7528,"Feira Nova do Maranhão"
"521","21","MA","BR","2104081","FERNANDO FALCÃO",7544,"Fernando Falcão"
"522","21","MA","BR","2104099","FORMOSA DA SERRA NEGRA",7560,"Formosa da Serra Negra"
"523","21","MA","BR","2104107","FORTALEZA DOS NOGUEIRAS",7790,"Fortaleza dos Nogueiras"
"524","21","MA","BR","2104206","FORTUNA",7811,"Fortuna"
"525","21","MA","BR","2104305","GODOFREDO VIANA",7838,"Godofredo Viana"
"526","21","MA","BR","2104404","GONÇALVES DIAS",7854,"Gonçalves Dias"
"527","21","MA","BR","2104503","GOVERNADOR ARCHER",7870,"Governador Archer"
"528","21","MA","BR","2104552","GOVERNADOR EDISON LOBÃO",7609,"Governador Edison Lobão"
"529","21","MA","BR","2104602","GOVERNADOR EUGÊNIO BARROS",7897,"Governador Eugênio Barros"
"530","21","MA","BR","2104628","GOVERNADOR LUIZ ROCHA",7625,"Governador Luiz Rocha"
"531","21","MA","BR","2104651","GOVERNADOR NEWTON BELLO",7641,"Governador Newton Bello"
"532","21","MA","BR","2104677","GOVERNADOR NUNES FREIRE",7668,"Governador Nunes Freire"
"533","21","MA","BR","2104701","GRAÇA ARANHA",7919,"Graça Aranha"
"534","21","MA","BR","2104800","GRAJAÚ",7935,"Grajaú"
"535","21","MA","BR","2104909","GUIMARÃES",7951,"Guimarães"
"536","21","MA","BR","2105005","HUMBERTO DE CAMPOS",7978,"Humberto de Campos"
"537","21","MA","BR","2105104","ICATU",7994,"Icatu"
"538","21","MA","BR","2105153","IGARAPÉ DO MEIO",7684,"Igarapé do Meio"
"539","21","MA","BR","2105203","IGARAPÉ GRANDE",8010,"Igarapé Grande"
"540","21","MA","BR","2105302","IMPERATRIZ",8036,"Imperatriz"
"541","21","MA","BR","2105351","ITAIPAVA DO GRAJAÚ",7706,"Itaipava do Grajaú"
"542","21","MA","BR","2105401","ITAPECURU MIRIM",8079,"Itapecuru Mirim"
"543","21","MA","BR","2105427","ITINGA DO MARANHÃO",7722,"Itinga do Maranhão"
"544","21","MA","BR","2105450","JATOBÁ",7749,"Jatobá"
"545","21","MA","BR","2105476","JENIPAPO DOS VIEIRAS",7765,"Jenipapo dos Vieiras"
"546","21","MA","BR","2105500","JOÃO LISBOA",8095,"João Lisboa"
"547","21","MA","BR","2105609","JOSELÂNDIA",8117,"Joselândia"
"548","21","MA","BR","2105658","JUNCO DO MARANHÃO",7781,"Junco do Maranhão"
"549","21","MA","BR","2105708","LAGO DA PEDRA",8133,"Lago da Pedra"
"550","21","MA","BR","2105807","LAGO DO JUNCO",8150,"Lago do Junco"
"551","21","MA","BR","2105948","LAGO DOS RODRIGUES",7803,"Lago dos Rodrigues"
"552","21","MA","BR","2105906","LAGO VERDE",8176,"Lago Verde"
"553","21","MA","BR","2105922","LAGOA DO MATO",7820,"Lagoa do Mato"
"554","21","MA","BR","2105963","LAGOA GRANDE DO MARANHÃO",7846,"Lagoa Grande do Maranhão"
"555","21","MA","BR","2105989","LAJEADO NOVO",7862,"Lajeado Novo"
"556","21","MA","BR","2106003","LIMA CAMPOS",8192,"Lima Campos"
"557","21","MA","BR","2106102","LORETO",8214,"Loreto"
"558","21","MA","BR","2106201","LUÍS DOMINGUES",8230,"Luís Domingues"
"559","21","MA","BR","2106300","MAGALHÃES DE ALMEIDA",8257,"Magalhães de Almeida"
"560","21","MA","BR","2106326","MARACAÇUMÉ",7889,"Maracaçumé"
"561","21","MA","BR","2106359","MARAJÁ DO SENA",7900,"Marajá do Sena"
"562","21","MA","BR","2106375","MARANHÃOZINHO",7927,"Maranhãozinho"
"563","21","MA","BR","2106409","MATA ROMA",8273,"Mata Roma"
"564","21","MA","BR","2106508","MATINHA",8290,"Matinha"
"565","21","MA","BR","2106607","MATÕES",8311,"Matões"
"566","21","MA","BR","2106631","MATÕES DO NORTE",7943,"Matões do Norte"
"567","21","MA","BR","2106672","MILAGRES DO MARANHÃO",7960,"Milagres do Maranhão"
"568","21","MA","BR","2106706","MIRADOR",8338,"Mirador"
"569","21","MA","BR","2106755","MIRANDA DO NORTE",9695,"Miranda do Norte"
"570","21","MA","BR","2106805","MIRINZAL",8354,"Mirinzal"
"571","21","MA","BR","2106904","MONÇÃO",8370,"Monção"
"572","21","MA","BR","2107001","MONTES ALTOS",8397,"Montes Altos"
"573","21","MA","BR","2107100","MORROS",8419,"Morros"
"574","21","MA","BR","2107209","NINA RODRIGUES",8435,"Nina Rodrigues"
"575","21","MA","BR","2107258","NOVA COLINAS",7986,"Nova Colinas"
"576","21","MA","BR","2107308","NOVA IORQUE",8451,"Nova Iorque"
"577","21","MA","BR","2107357","NOVA OLINDA DO MARANHÃO",8001,"Nova Olinda do Maranhão"
"578","21","MA","BR","2107407","OLHO D ÁGUA DAS CUNHÃS",8478,"Olho d'Água das Cunhãs"
"579","21","MA","BR","2107456","OLINDA NOVA DO MARANHÃO",8028,"Olinda Nova do Maranhão"
"580","21","MA","BR","2107506","PAÇO DO LUMIAR",8494,"Paço do Lumiar"
"581","21","MA","BR","2107605","PALMEIRÂNDIA",8516,"Palmeirândia"
"582","21","MA","BR","2107704","PARAIBANO",8532,"Paraibano"
"583","21","MA","BR","2107803","PARNARAMA",8559,"Parnarama"
"584","21","MA","BR","2107902","PASSAGEM FRANCA",8575,"Passagem Franca"
"585","21","MA","BR","2108009","PASTOS BONS",8591,"Pastos Bons"
"586","21","MA","BR","2108058","PAULINO NEVES",8044,"Paulino Neves"
"587","21","MA","BR","2108108","PAULO RAMOS",9598,"Paulo Ramos"
"588","21","MA","BR","2108207","PEDREIRAS",8613,"Pedreiras"
"589","21","MA","BR","2108256","PEDRO DO ROSÁRIO",8060,"Pedro do Rosário"
"590","21","MA","BR","2108306","PENALVA",8630,"Penalva"
"591","21","MA","BR","2108405","PERI MIRIM",8656,"Peri Mirim"
"592","21","MA","BR","2108454","PERITORÓ",8087,"Peritoró"
"593","21","MA","BR","2108504","PINDARÉ-MIRIM",8672,"Pindaré-Mirim"
"594","21","MA","BR","2108603","PINHEIRO",8699,"Pinheiro"
"595","21","MA","BR","2108702","PIO XII",8710,"Pio XII"
"596","21","MA","BR","2108801","PIRAPEMAS",8737,"Pirapemas"
"597","21","MA","BR","2108900","POÇÃO DE PEDRAS",8753,"Poção de Pedras"
"598","21","MA","BR","2109007","PORTO FRANCO",8770,"Porto Franco"
"599","21","MA","BR","2109056","PORTO RICO DO MARANHÃO",8109,"Porto Rico do Maranhão"
"600","21","MA","BR","2109106","PRESIDENTE DUTRA",8796,"Presidente Dutra"
"601","21","MA","BR","2109205","PRESIDENTE JUSCELINO",8818,"Presidente Juscelino"
"602","21","MA","BR","2109239","PRESIDENTE MÉDICI",8125,"Presidente Médici"
"603","21","MA","BR","2109270","PRESIDENTE SARNEY",8141,"Presidente Sarney"
"604","21","MA","BR","2109304","PRESIDENTE VARGAS",8834,"Presidente Vargas"
"605","21","MA","BR","2109403","PRIMEIRA CRUZ",8850,"Primeira Cruz"
"606","21","MA","BR","2109452","RAPOSA",8168,"Raposa"
"607","21","MA","BR","2109502","RIACHÃO",8877,"Riachão"
"608","21","MA","BR","2109551","RIBAMAR FIQUENE",8184,"Ribamar Fiquene"
"609","21","MA","BR","2109601","ROSÁRIO",8915,"Rosário"
"610","21","MA","BR","2109700","SAMBAÍBA",8931,"Sambaíba"
"611","21","MA","BR","2109759","SANTA FILOMENA DO MARANHÃO",8206,"Santa Filomena do Maranhão"
"612","21","MA","BR","2109809","SANTA HELENA",8958,"Santa Helena"
"613","21","MA","BR","2109908","SANTA INÊS",9571,"Santa Inês"
"614","21","MA","BR","2110005","SANTA LUZIA",8974,"Santa Luzia"
"615","21","MA","BR","2110039","SANTA LUZIA DO PARUÁ",9652,"Santa Luzia do Paruá"
"616","21","MA","BR","2110104","SANTA QUITÉRIA DO MARANHÃO",8990,"Santa Quitéria do Maranhão"
"617","21","MA","BR","2110203","SANTA RITA",9016,"Santa Rita"
"618","21","MA","BR","2110237","SANTANA DO MARANHÃO",8222,"Santana do Maranhão"
"619","21","MA","BR","2110278","SANTO AMARO DO MARANHÃO",8249,"Santo Amaro do Maranhão"
"620","21","MA","BR","2110302","SANTO ANTÔNIO DOS LOPES",9032,"Santo Antônio dos Lopes"
"621","21","MA","BR","2110401","SÃO BENEDITO DO RIO PRETO",9059,"São Benedito do Rio Preto"
"622","21","MA","BR","2110500","SÃO BENTO",9075,"São Bento"
"623","21","MA","BR","2110609","SÃO BERNARDO",9091,"São Bernardo"
"624","21","MA","BR","2110658","SÃO DOMINGOS DO AZEITÃO",8265,"São Domingos do Azeitão"
"625","21","MA","BR","2110708","SÃO DOMINGOS DO MARANHÃO",9113,"São Domingos do Maranhão"
"626","21","MA","BR","2110807","SÃO FÉLIX DE BALSAS",9130,"São Félix de Balsas"
"627","21","MA","BR","2110856","SÃO FRANCISCO DO BREJÃO",8281,"São Francisco do Brejão"
"628","21","MA","BR","2110906","SÃO FRANCISCO DO MARANHÃO",9156,"São Francisco do Maranhão"
"629","21","MA","BR","2111003","SÃO JOÃO BATISTA",9172,"São João Batista"
"630","21","MA","BR","2111029","SÃO JOÃO DO CARÚ",8303,"São João do Carú"
"631","21","MA","BR","2111052","SÃO JOÃO DO PARAÍSO",8320,"São João do Paraíso"
"632","21","MA","BR","2111078","SÃO JOÃO DO SOTER",8346,"São João do Soter"
"633","21","MA","BR","2111102","SÃO JOÃO DOS PATOS",9199,"São João dos Patos"
"634","21","MA","BR","2111201","SÃO JOSÉ DE RIBAMAR",8893,"São José de Ribamar"
"635","21","MA","BR","2111250","SÃO JOSÉ DOS BASÍLIOS",8362,"São José dos Basílios"
"636","21","MA","BR","2111300","SÃO LUÍS",9210,"São Luís"
"637","21","MA","BR","2111409","SÃO LUÍS GONZAGA DO MARANHÃO",8052,"São Luís Gonzaga do Maranhão"
"638","21","MA","BR","2111508","SÃO MATEUS DO MARANHÃO",9237,"São Mateus do Maranhão"
"639","21","MA","BR","2111532","SÃO PEDRO DA ÁGUA BRANCA",8389,"São Pedro da Água Branca"
"640","21","MA","BR","2111573","SÃO PEDRO DOS CRENTES",8400,"São Pedro dos Crentes"
"641","21","MA","BR","2111607","SÃO RAIMUNDO DAS MANGABEIRAS",9253,"São Raimundo das Mangabeiras"
"642","21","MA","BR","2111631","SÃO RAIMUNDO DO DOCA BEZERRA",8427,"São Raimundo do Doca Bezerra"
"643","21","MA","BR","2111672","SÃO ROBERTO",8443,"São Roberto"
"644","21","MA","BR","2111706","SÃO VICENTE FERRER",9270,"São Vicente Ferrer"
"645","21","MA","BR","2111722","SATUBINHA",8460,"Satubinha"
"646","21","MA","BR","2111748","SENADOR ALEXANDRE COSTA",8486,"Senador Alexandre Costa"
"647","21","MA","BR","2111763","SENADOR LA ROCQUE",8508,"Senador La Rocque"
"648","21","MA","BR","2111789","SERRANO DO MARANHÃO",8524,"Serrano do Maranhão"
"649","21","MA","BR","2111805","SÍTIO NOVO",9296,"Sítio Novo"
"650","21","MA","BR","2111904","SUCUPIRA DO NORTE",9318,"Sucupira do Norte"
"651","21","MA","BR","2111953","SUCUPIRA DO RIACHÃO",8540,"Sucupira do Riachão"
"652","21","MA","BR","2112001","TASSO FRAGOSO",9334,"Tasso Fragoso"
"653","21","MA","BR","2112100","TIMBIRAS",9350,"Timbiras"
"654","21","MA","BR","2112209","TIMON",9377,"Timon"
"655","21","MA","BR","2112233","TRIZIDELA DO VALE",8567,"Trizidela do Vale"
